kimg	g_loss	d_loss	real_sign_proxy	fake_sign_proxy	ada_p
372	1.93034717	0.643654672	0.841870424	0.907624901	0.335600819
373	1.92081248	0.644230453	0.842066104	0.90753528	0.336717593
374	1.89931054	0.645696959	0.842507603	0.907299627	0.337866433
375	1.87762021	0.647597946	0.84295297	0.906978014	0.339002685
376	1.86752203	0.649477272	0.843160316	0.906630441	0.340081686
377	1.87397554	0.651707919	0.842465309	0.906225789	0.341052996
378	1.8891744	0.654425691	0.840898064	0.905712364	0.34195532
379	1.90611797	0.656730671	0.839317088	0.905127848	0.342880455
380	1.91780665	0.657722703	0.838581046	0.904509946	0.343920202
381	1.92424258	0.654498196	0.840007299	0.903696737	0.34519202
382	1.92991482	0.647226914	0.843223716	0.902704548	0.346644879
383	1.93396797	0.639891927	0.846468314	0.90186258	0.348111225
384	1.93554506	0.636477039	0.847978874	0.901500104	0.349423485
385	1.92673814	0.640170608	0.846710975	0.902828045	0.350510912
386	1.90657151	0.648501182	0.843851094	0.90582253	0.351487018
387	1.88545404	0.656904743	0.840966157	0.90884325	0.352455482
388	1.87379696	0.660817117	0.839623041	0.910249582	0.353519966
389	1.87092914	0.659503888	0.841033637	0.909491117	0.354747968
390	1.86871307	0.656540184	0.84421516	0.907779983	0.356084566
391	1.86727923	0.653550515	0.847424557	0.906053857	0.357450415
392	1.86676055	0.65215864	0.848918728	0.905250239	0.358766174
393	1.87128391	0.652585592	0.847692419	0.905275027	0.360005888
394	1.88148354	0.653657408	0.844846545	0.905348597	0.361214387
395	1.89177252	0.655010758	0.841775053	0.905465923	0.362414917
396	1.89656268	0.656282597	0.839871826	0.90562221	0.363630718
397	1.88780998	0.657633484	0.8391026	0.906500595	0.36486096
398	1.86807112	0.659187212	0.838469221	0.908244818	0.36609538
399	1.84815932	0.660472747	0.838038103	0.909959682	0.367345227
400	1.83888915	0.66101891	0.837875983	0.910749766	0.368621758
401	1.83955408	0.660931068	0.838446528	0.910278888	0.369962942
402	1.84138897	0.660679026	0.839733096	0.909143533	0.371354058
403	1.84406846	0.660289892	0.841030935	0.907814378	0.372723397
404	1.84726977	0.659790639	0.841635159	0.906762011	0.373999239
405	1.85419713	0.658049147	0.841258265	0.906095855	0.375142137
406	1.86527434	0.654861953	0.840408039	0.905535877	0.376204847
407	1.87559066	0.651786509	0.839550363	0.904994888	0.377252988
408	1.88023421	0.650380639	0.839151062	0.90438577	0.378352173
409	1.87500743	0.651482251	0.840149109	0.903523248	0.379520867
410	1.86256291	0.65396711	0.8424493	0.902491206	0.380726148
411	1.8483591	0.656473739	0.844894214	0.901622519	0.381959991
412	1.83785468	0.657640729	0.846326234	0.901250106	0.383214378
413	1.83104221	0.657001977	0.846795316	0.901366877	0.384506811
414	1.82473227	0.655560932	0.847169372	0.901679757	0.385837202
415	1.82007591	0.654107262	0.847417711	0.902119506	0.387168189
416	1.81822542	0.653430489	0.847509374	0.902616954	0.388462407
417	1.81934567	0.654762456	0.846959783	0.903475578	0.389704997
418	1.82187277	0.658084553	0.845641899	0.904731032	0.390918445
419	1.82442201	0.66223646	0.844114739	0.905868951	0.392120073
420	1.82560883	0.666057659	0.84293746	0.906374853	0.393327195
421	1.82530638	0.669942976	0.842159323	0.904079379	0.394562225
422	1.82441363	0.674313004	0.84145851	0.898903198	0.395810905
423	1.82298484	0.677892184	0.840879166	0.893681667	0.397034153
424	1.82107401	0.679404539	0.840465553	0.891250723	0.398192883
425	1.80953178	0.678734899	0.840166758	0.893735341	0.399248982
